,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
0,0.0030776872042820314,0.25919471072588524,-0.1394708713751093,0.11241484558326897,0.961016640383715,1.708954233030653,-1.1806505657521278,1.3061872148095028,-1.2862975839507313,0
1,-2.2893781056443374,-2.0364136650369358,-0.385986649553349,-0.3076937081044106,0.021559553563601137,2.062574999579364,0.27059723987304235,-0.638439755048667,0.6842178911400506,0
2,0.6928258412534481,0.8476648329496834,-0.2400473367970158,1.3605938595071565,0.021559553563601137,-0.09403211476423624,0.7811168574507188,0.0015488312893712245,-1.1673654621705243,0
3,0.8409082937044337,0.5476513738775178,0.0004933044420881189,0.5920078206187585,0.6392057227209614,-0.7788299619632442,1.2551344298168203,2.152910470966247,0.8484115203631912,0
4,1.3685262167725056,-0.46442908670804023,-0.46024857027889415,-0.36369793312202997,-0.6543792353252812,-0.34393890863273974,-0.824357169283179,-2.181556465904086,0.1387855311835096,0
5,-1.0183946520362694,-0.24505658624016735,0.7681552044519208,0.26698284546690054,-0.1966442805678649,-1.8034164046994228,-1.779276241536275,-0.7279412597288064,-1.8033373530673005,0
6,2.138488219084516,1.5727039917640286,0.7682725510024275,0.24710701574839383,1.6568336378390536,-1.7640196775193027,-0.14973587720616663,1.1547735355087518,-1.6581549379326515,0
7,1.0580108514393658,0.21268688265296734,-0.9514976176544342,-1.6168803225152013,-0.8432539352015505,0.5989543332683132,-0.5808200544526513,-0.22815054499199175,0.5570408723888756,0
8,0.0030776872042820314,-2.3538105640337537,-0.88152204716074,0.430804982599945,-1.802375521966411,-0.45574505125241593,-0.4773533816426017,-0.7906662603748732,-0.4764660749430315,0
9,2.7892337517102375,0.9387745904100742,0.3958393935726953,1.235070636960992,1.9439998357800008,1.7037177072792622,1.1013342999266293,0.3539515975618084,0.5174865590556367,0
10,0.19036451730143134,-0.9383708013074498,1.1906290812878737,0.27066742883736467,-0.19813872388339251,-0.0101679696050385,0.39358378754040124,0.7828983033969841,-0.39024568951289884,0
11,0.6080468205452115,0.6790563989266257,-0.3702919790766406,0.6242612504008946,0.021559553563601137,-0.7685379619609984,0.07279335376697806,0.6399393476184387,0.05758561107280983,0
12,0.026514558987582506,-1.206534235127654,-0.3744943347004927,-2.2214712027993695,-1.4233760732886078,-0.9712709531062311,0.49719956917043473,0.8311471037612115,-0.6677617041187873,0
13,0.0030776872042820314,-1.4051690953931797,0.6064934953709149,-0.1794576452057249,-0.9510007534281972,-0.5747096045886809,1.5375949966441518,0.6414668159802553,0.5731245042031655,0
14,0.2826207875205821,0.273020725712871,0.7270153287212616,-1.2949602033948382,0.021559553563601137,0.22818769330484376,-0.3194584964177501,0.24763233211839972,1.0388751774945033,0
15,-0.499126849992817,-0.2931312774385212,2.172993862058257,1.5840605062100765,0.8495408900785666,1.1203593118059274,-0.8299497236553361,0.5502425392025991,0.524902458387655,0
16,-0.01977859463157581,0.4465406809721418,1.0227296175073868,1.8779618350912088,0.021559553563601137,-1.3743530439870406,1.8478492471303798,-0.6179845384968208,0.38659089856277196,0
17,1.429310413247516,2.3557389050646536,0.2312284717223603,-0.13727642751588276,1.7865264289911986,0.6406190400033893,-0.2713792431857427,0.3210206310038876,0.688068541634682,0
18,1.2890838324564904,2.5243595431497297,-0.29127714108225844,-0.5799411491685054,0.021559553563601137,0.06482820601965561,-0.4221148599998181,-0.16327478664475018,-1.961774432313836,0
19,0.197447569298088,0.5513994297095803,0.41247081601104785,-1.6992254284255848,0.054491013586642524,0.5408799223060462,-0.5368773966998743,-0.22821598406941407,-1.8025800188912815,0
20,0.0030776872042820314,0.9449671594083829,0.03324594052738442,2.029032938468787,0.021559553563601137,1.5915385060582368,0.6187833269673936,-1.332669356267112,0.21356441498066894,0
21,-0.28620366900309385,-0.8543260496095828,1.0185963638413111,-0.7982519186668066,-0.6323782184374329,1.2060896363103097,1.0881614656100524,0.6752275722582702,-0.27822009637613465,0
22,0.0030776872042820314,0.596456762606812,-0.5596826985441173,-0.957275041858789,-0.18929470996772155,0.12437654314377093,-0.02899576348148776,-0.41478978692937046,1.9127707260379931,0
23,-2.1625553516508154,0.016235889479908096,-0.09656324669380582,-0.07958160542164934,0.021559553563601137,0.2261277221679795,0.7026311590573295,1.5085469184560671,0.7199320168971386,0
24,-1.1434410613007369,-1.6921937330365073,-0.5415048758927578,1.8539900819947637,-0.1501620103825395,0.5775023519233478,-0.9156297141097792,-0.6002072902497985,1.0996290960018604,0
25,-0.38540326119059726,0.072939133111179,-0.0907230031868891,0.9784039730437782,-0.28192370029362646,-0.15981171324506738,0.18594107834540863,0.853158494769027,1.5816441926345652,0
26,-2.4737777049925205,0.35153930285766855,1.3015140473351265,1.0486639692361055,1.3896410366017713,0.19280326639751716,-0.14483606640450244,-2.290222784342064,0.2788940618834115,0
27,0.0030776872042820314,-1.539215552206765,-1.0025007282648513,0.49541729806590656,-0.824100141121598,-1.574207709628831,-0.4702559856561749,-1.0692138185044322,0.04881039272532655,0
28,0.0030776872042820314,2.1308614472131544,0.49603709327086537,0.36503088702178965,1.7045947349396091,-0.7638124567115474,-1.1899720643728935,-0.8490436037031452,0.03175604724392843,0
29,0.0030776872042820314,-1.4666710807151058,-0.7779740201289073,1.2158853451651686,-0.7408188871171665,1.702718617683211,0.6904238512381073,-0.8701120321201211,2.654743342261331,0
30,0.06844339142532435,0.4032306684107602,-0.7776527655549075,-0.7123877525666772,0.1259348251936507,-1.0406141185387758,-1.923528290539305,0.3261318454166343,1.438070749737746,0
31,1.8674374871096304,-0.17073525903884776,-0.26646950238039446,-0.2304309422585563,0.021559553563601137,0.3295452909669149,0.7903079162542099,-1.2249061313372103,-1.4217171986792454,0
32,2.280982666373641,-2.3902321277431677,0.035678251084787276,0.6565577583078138,-0.7215684042338046,-0.16356879539458277,-0.4215254669106229,-0.041997347970137565,1.3976363567712826,0
33,0.2267711868504759,1.1764362291168375,1.202404533673555,-0.17457494241913843,1.477308290728678,-0.1759861716411172,-1.2214552826888485,-1.3893377097016493,-1.0331918832611986,0
34,0.0030776872042820314,1.09235701732127,-0.8243064531698892,-1.0407612753723685,0.021559553563601137,-0.5224908445312311,-0.6403424144091779,1.2484581315339343,1.3615667470989186,0
35,-1.3370032121018811,-0.13435095347643333,-0.2730105787640114,-0.670668935207567,-0.2752819271095433,0.19233927001591036,-1.0032733269181273,-1.0881526224980467,-0.08291739813174029,0
36,-2.340033761055377,-0.37903790839441237,0.31229694870000896,-1.0007072133753219,-1.320567919408508,0.37933832468893747,-1.5874993727088824,0.4565713112139169,-0.6439276829746707,0
37,-0.995276328430152,3.2811333826435147,-0.539750417273482,-0.6451638764716925,0.021559553563601137,-0.3308126838338285,-0.610694711843774,0.9635850240092529,-1.3716385706273033,0
38,0.0030776872042820314,-1.6096176022941904,-0.23631394816078313,-0.7780443254527556,0.021559553563601137,0.011453298054533177,2.474537599379232,-0.8417049064649922,-1.357519011265859,0
39,1.487571003887784,0.06828642628325318,0.3045010000537028,-0.6391437501710769,-0.1579291954893696,-0.36291962312444,0.6611928235570721,-2.2839619684936254,0.4578178658973142,0
40,0.0030776872042820314,1.1403739303836646,-1.1759889693493042,-1.5938968351891698,-0.684717132280048,-0.9504249035768528,1.2256174804606643,-1.5042470265391106,-0.5854204972323246,0
41,-1.1899537904631805,-0.045488738267326606,-0.6108217240798063,0.5506248125543775,-0.4734331631146873,-1.127122451910504,-1.24089540744182,-0.4327230180457254,0.5998412229796276,0
42,0.04416889323510157,1.2873236068475284,0.7717655447584169,-0.1947432835324998,1.4441134957638988,-1.1653309175503666,-0.9649751471150041,-0.01633909457674953,1.5581977833083416,0
43,1.9322119314890775,0.19613802062197921,-1.373313480064908,-0.15164387650964256,0.09865488733137326,-1.1509794905311412,2.912221812167825,0.344883760149063,0.9277907425032965,0
44,-1.580161386685064,-0.39605000059486434,-0.0508328883770182,-1.5105272147143787,0.021559553563601137,-0.2754667324949889,1.3251855138303954,0.0327717714076035,0.7382319491672454,0
